,horario,local,texto,relevancia,Sigla
99,2020-08-22 17:11:47,"Pará, Brasil","Essa chuva tá pior que homem, só ilude 🥵",0,PA
0,2020-08-22 20:59:40,,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
1,2020-08-22 20:39:07,"Guanambi, Brasil","RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
2,2020-08-22 20:34:32,,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
3,2020-08-22 20:28:20,"Recife,PE",@TiagoAraujo___ Eu fui guerreira e fui na chuva msm kkkk,0,PE
4,2020-08-22 20:18:40,"Recife, Brasil","Já silenciei os grupos do trabalho. Já comprei minhas brejas e shopping agora só TERÇA. 

Chuva de likes!!!!!",0,PE
5,2020-08-22 19:49:51,"Recife, Brasil",pelo amor de Deus sem chuva amnh 😫,0,PE
6,2020-08-22 19:47:04,,RT @__aquarianxx: cinco minutos de chuva e o ibura de baixo se acaba na água kkkkk,1,PE
7,2020-08-22 19:39:09,"Olinda, Brasil",@ta1carai ne foda kkkkkkkkkkkkk levei chuva umas 4 vezes hj,0,PE
8,2020-08-22 19:37:29,recife,RT @_lucasgbsilva: Recifense quando chove um pouco,0,PE
9,2020-08-22 19:36:38,"Pernambuco, Brasil",Recifense quando chove um pouco https://t.co/E7M93vBw9P,0,PE
10,2020-08-22 19:33:09,"Curitiba, Brasil","RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
11,2020-08-22 19:30:07,"São Gonçalo, Brasil","RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
12,2020-08-22 19:21:36,Space,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
13,2020-08-22 19:02:59,"Pernambuco, Brasil","@AdrianoCezak A gauchada da minha família está congelando,Porto Alegre de 5°, e eu aqui em Pernambuco IMORTAL com 25° ,29° no inverno. Agora pergunta pra mim se eu tô sentindo falta do Sul? E aqui estamos no inverno,mas até a chuva é quentinha!!",1,PE
14,2020-08-22 19:02:05,Recife,"Sonhando que o T3 da tempestade vai ter, vento,  gelo, chuva,  raio... realidade vai ser um raio só https://t.co/sBHXygGTHh",0,PE
15,2020-08-22 19:01:28,Pernambuco,@zhangxaen Amiga para de mudar minha visão sobre a chuva KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,0,PE
16,2020-08-22 18:54:27,Pernambuco,@zhangxaen Já eu amo chuva amiga,0,PE
17,2020-08-22 18:53:05,,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
18,2020-08-22 18:52:03,,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
19,2020-08-22 18:47:35,"Pernambuco, Brasil",@rebanhodamm Chuva de votos ❤,0,PE
20,2020-08-22 18:44:03,"Recife, Brazil","Clima em Recife:
Temperatura: 24ºC 🤧
Sensação Térmica: 24ºC 🤧
Aparência: Chuva leve 🌦️
Umidade do ar: 90%",1,PE
21,2020-08-22 18:38:16,"Aracaju, Brasil","RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
22,2020-08-22 18:36:44,"Recife, Brasil",Odeio dirigir com chuva 😒,1,PE
23,2020-08-22 18:36:29,"Recife, Brasil",Chuva da porra e nós fazendo entrega na macaxeira @4rthuzln,1,PE
24,2020-08-22 18:29:45,"Recife, Brazil","@marelevola Total!! Eu amo chuva e penso logo nisso quando o povo daqui reclama muito
Agora o que mais me chamou atenção no Tweet é, real qchuva pode trazer tragédia: desabamento, enchente, os povos e animais de rua, tudo isso aqui na cara do cidadão mas ele só percebe com filme asiático...",0,PE
25,2020-08-22 18:28:16,"Recife, Brasil",Eu resolvo andar de bike e fico 1 hora Preso na chuva na puta que pariu,1,PE
26,2020-08-22 18:20:01,"Recife, Brazil","RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
27,2020-08-22 18:18:39,,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
28,2020-08-22 18:18:02,Recife-PE,quando ia pedir uma cervejinha começou a chuva :(,1,PE
29,2020-08-22 18:16:04,"Olinda, Brasil",chuva da porra só queria pega minha elitra d volta,1,PE
30,2020-08-22 18:15:36,"Recife, Brasil",o sonho da praia amanhã está indo pelo esgoto junto com essa chuva toda,1,PE
31,2020-08-22 18:12:12,"Recife, Brasil",Mrm levei uma chuva da poha agr.,1,PE
32,2020-08-22 18:11:56,Pernambuco,E eu que estava no meio na rua e comecei a chorar quando vi dois gatinhos filhotes na chuva,0,PE
33,2020-08-22 18:08:24,"Pernambuco, Brasil",Botei na chuva a desculpa perfeita pra eu não correr hoje.,0,PE
34,2020-08-22 18:02:07,,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
35,2020-08-22 17:58:58,recife,a pessoa pensou em como a chuva afeta a vida do pobre pela primeira vez dentro de uma sala de cinema e se acha justiceira social por isso,0,PE
36,2020-08-22 17:49:55,"Recife, Brasil",Obrigado beyoncé  por essa chuva,1,PE
37,2020-08-22 17:49:47,"Recife, Brasil","Se fosse só chuva, mas tá quase um dilúvio",1,PE
38,2020-08-22 17:48:09,"Recife, Brasil",Só chuva,1,PE
39,2020-08-22 17:47:41,"Recife,PE",Kkkkkk eu aqui esperando a chuva passar e a galera da casa arriando com algum alvirrubro e a trilha sonora!? Artigo de vitrine.,1,PE
40,2020-08-22 17:41:49,"Recife, Brasil","Sábadou na chuva, e tome brejaa",1,PE
41,2020-08-22 17:37:32,"Recife, Brasil","@babi Odeio chuva, me julguem",0,PE
42,2020-08-22 17:31:35,"Recife, Brasil","Torcendo pra chuva parar um pouquinho e assim vou pedir meus lanches, pra curtir minha night de sábado assistindo série 🥰❤️",1,PE
43,2020-08-22 17:31:31,"Pernambuco, Brasil",O date hoje foi fugindo de chuva e dormindo na praça de alimentação,0,PE
44,2020-08-22 17:29:14,"Recife, Brazil",@casbranco Antes da chuva https://t.co/lVacxAKytB,0,PE
45,2020-08-22 17:27:31,Recife-PE,Chuva + #DCFanDome + ... = Sabadou,1,PE
46,2020-08-22 17:25:04,"Pernambuco, Brasil",Frio + chuva + vizinho voz e violão do lado = 💕,1,PE
47,2020-08-22 17:24:37,"Recife, Brasil","Segunda vez que piso na praia, e do nada chove. Não tá fácil. 😂🧜🏻‍♂️",1,PE
48,2020-08-22 17:24:28,"Recife, Brasil","clima de recife tem algo contra o fim de semana pq só chove nele, pqp viu",0,PE
49,2020-08-22 17:15:41,recife,@tavares_g_ botar um biquíni p tomar banho de chuva,1,PE
50,2020-08-22 17:12:58,"Recife, Brasil","@Sophiaoxe @leleninist A vrdd é q p gente do nordeste (litoral e zona da mata) quando começa a chover a gnt já pensa “tomara que esteja chovendo no agreste e sertão tbm”
A chuva cai diferente p cada pessoa e em ambos os casos são os abismos sociais tbm (além da condição natural do semiárido)",0,PE
51,2020-08-22 17:09:47,Recife,Do nada veio chuva,1,PE
52,2020-08-22 17:08:40,"Recife, Brasil",saí hoje e peguei uma chuva e vamos de gripe,0,PE
53,2020-08-22 17:04:53,Recife,@meninov1tor leve um guarda-chuva,0,PE
54,2020-08-22 17:04:49,"Recife, Brasil",Chuva do carai,1,PE
55,2020-08-22 16:56:41,"Imbiribeira, Recife","Dias de Lua, dias de chuva 😢",1,PE
56,2020-08-22 16:56:17,Recife,"minha felicidade durou tao pouco, chuva da porra frio do caraiiii",1,PE
57,2020-08-22 16:47:02,"Recife, Brasil",Chuva do carai e vitinho inventou de vim de moto hoje,1,PE
58,2020-08-22 16:46:29,"Recife, Brasil",e vamos de chuva estragando meu dia que ainda nem começou,1,PE
59,2020-08-22 16:44:01,Pernambuco,E vamos de banho de chuva mais uma vez,1,PE
60,2020-08-22 16:38:06,"Recife, Brasil","@ryass08 @escolanosense @Ale_vieh @LauroCsar9 @Gabiluany1 Sim 🥰
Eu me amarrk num guarda chuva mesmo",0,PE
61,2020-08-22 16:35:26,,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
62,2020-08-22 16:34:01,"Recife, Brasil",numa chuva da porra e o tem coragem de cancelar,1,PE
63,2020-08-22 16:30:21,"Recife, Brasil","Tá vendo essa chuva? São os anjos chorando pq a gente não tá se pegando agora 

UOOOOO MEU LENÇOL DROBADO 🎶🎵",0,PE
64,2020-08-22 16:27:32,"Recife, Pernambuco",Deus é tão bom que o tempo só fechou pra chuva assim que cheguei em casa.,0,PE
65,2020-08-22 16:25:42,"Recife, Brasil",Muita chuva na bela Recife,1,PE
66,2020-08-22 16:25:32,"Recife, Brasil",@DreydDanilo90 Silêncio: chove no interior pernambucano,1,PE
67,2020-08-22 16:25:29,"Recife, Brasil","Na hora de sair pra um rolê, esse carai chove. Tempo indeciso da porra Recife tem. Pqp",1,PE
68,2020-08-22 16:23:08,Recife ,cinco minutos de chuva e o ibura de baixo se acaba na água kkkkk,1,PE
69,2020-08-22 16:22:43,,RT @mourajoycee: porra chuva me ajude,0,PE
70,2020-08-22 16:22:23,Recife.,Eu deveria cobrar mais pra fazer entrega em dia de chuva sinceramente,0,PE
71,2020-08-22 16:21:02,"Recife, Brasil",vim pa casa numa chuva do cão,0,PE
72,2020-08-22 16:18:17,"Recife, Brasil",porra chuva me ajude,1,PE
73,2020-08-22 16:16:53,"Recife, Brasil",@orxamanda Chama chuva é? Cuidado 💓,0,PE
74,2020-08-22 16:15:14,"Recife, Brasil",gente e essa chuva ?,1,PE
75,2020-08-22 16:14:54,"Recife, Brasil",Chuva e sábado é um bagulho q combina dms,1,PE
76,2020-08-22 16:13:27,,"RT @shairaom: como se fosse a chuva mesmo que deixou o caras fudidos daquele jeito 
aham, a “chuva”",0,PE
77,2020-08-22 16:12:02,Recife - Pe,Nem parece que estava um sol massa mais cedo. Chuva da poxa agora. 🌧,1,PE
78,2020-08-22 16:10:15,"Recife, Brasil","@alicia_regina_ @vitoriabelo90 @FrancyelleFons2 @Camilasantic Kkkkkkkkkkkkkkkkkkkkkkk! Um frio danado e nós de casaco e short (?)
E o pior foi: dormiram na minha cama e eu tive que dormir fora, tomei chuva, dormi no frio e amanheci doente 😡🤬",0,PE
79,2020-08-22 16:09:43,"Recife, Brasil","Passou o dia todo estiado, ai na hora de eu sair pra correr chove ???",1,PE
80,2020-08-22 16:08:40,"Recife, Brasil",Do nada essa chuva em Recife,1,PE
81,2020-08-22 16:03:23,"Recife, Brasil","Moto é muito inútil, né? Se chove, tu tem que parar pra não chegar nos lugares feito um pinto molhado, se faz sol, tu derrete porq nem ar condicionado tem",0,PE
82,2020-08-22 15:59:11,"Recife, Brasil","Começa painel, termina painel de tudo e eu não assisto NADA, pq não para de CAIR porra... chuva toda HORA TBM, to puta já!",1,PE
83,2020-08-22 15:57:30,"Recife, Brasil",Afim de beber mais. A chuva atrapalhando meu rolê aff,1,PE
84,2020-08-22 15:49:07,"Recife, Brasil","Iai porra de chuva, vai toma no cu malucona",1,PE
85,2020-08-22 15:47:34,"Recife, Brasil",chuva morgou meu role de skate q era só eu e eu,0,PE
86,2020-08-22 15:44:02,"Recife, Brazil","Clima em Recife:
Temperatura: 25ºC 🤧
Sensação Térmica: 25ºC 🤧
Aparência: Chuva leve 🌦️
Umidade do ar: 84%",1,PE
87,2020-08-22 15:25:03,,"RT @makhnovitinho: ""O samba já é uma música negra. E os sambas mais antigos, dos principais sambistas, falavam todos sobre os seus problema…",0,PE
88,2020-08-22 15:24:49,"Pernambuco, Brasil","""O samba já é uma música negra. E os sambas mais antigos, dos principais sambistas, falavam todos sobre os seus problemas. Era o barraco, a chuva, a goteira dentro de casa, o desemprego, a dificuldade para dar comida em casa e tal.""

https://t.co/kTCuM7lSZV",0,PE
89,2020-08-22 15:24:45,,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
90,2020-08-22 15:19:33,Recife,"@veramagalhaes Vem pra Recife, aqui tá quente como sempre, msm com chuva 😠😠😠😠(pra temperatura e nao pra vc)",1,PE
91,2020-08-22 15:14:16,Pernambuco ,@louis_gostavo O povo aqui chega fica bestinho quando chove,0,PE
92,2020-08-22 15:08:22,Recife - PE,uma coisa fez meu ano menos triste: saber q as chuvas esse ano foram bem menores do que no ano passado e que poucas pessoas ficaram desabrigadas,0,PE
93,2020-08-22 15:06:19,Por hora no Rio Grande do Sul,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
94,2020-08-22 15:06:05,Recife Pernambuco,A vontade de ir trabalhar na chuva hj é zero,1,PE
95,2020-08-22 15:02:16,"Recife, Brasil",O problema no filme parasita não era a chuva... https://t.co/p58ZhnAurW,0,PE
96,2020-08-22 14:55:06,João Pessoa/PB,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0,PE
97,2020-08-22 14:54:06,"Recife, Brasil",Minutos antes de correr da chuva https://t.co/z6DmlLbgr5,0,PE
98,2020-08-22 14:47:07,"Olinda, Brasil",INTERNET DE FDP DA UMA CHUVA CAI,1,PE
99,2020-08-22 14:28:17,Brasil,"@amandagomes212 KKKKKKKKKK É bom demais po e é bem real você pega serviços, tem que tirar habilitação, abastecer o caminhão, fazer manutenção, anoitece, chove, se o caminhão quebrar você chama o reboque. É cheio de frescurinha kkk viciante 😅",0,PE
0,2020-08-22 20:59:10,"Rio de Janeiro, Brasil",eu quero a chuva que me prometeram,0,RJ
1,2020-08-22 20:58:52,"Cuiabá, Brasil","RT @guilhermesousa: Queria aqui agradecer ao jovem twitteiro por abrir meus olhos. Eu jurava que o problema do planeta era a chuva, estou c…",0,RJ
2,2020-08-22 20:58:41,,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0,RJ
3,2020-08-22 20:58:10,Rio de Janeiro ,Chuva chata do crlho 🤦‍♂️,1,RJ
4,2020-08-22 20:57:37,"Rio de Janeiro, Brasil","RT @djxande_: Pandemia + chuva = quem não tem uma costela pra se aquecer, chora 😅😂",0,RJ
5,2020-08-22 20:57:34,"Três Rios, Brasil","RT @meninaaaa90: Chuva desnecessária, frio desnecessário, mês desnecessário...😖",1,RJ
6,2020-08-22 20:57:33,"Belford Roxo, Brasil","Trabalhei igual fdp na chuva hoje, um frio do crl",0,RJ
7,2020-08-22 20:57:16,Descubra❤!!,RT @crf_isaac3: Chuva quebrou todos os planos ✊🏽😔,1,RJ
8,2020-08-22 20:57:04,"Bangu, Rio de Janeiro","RT @meninodohomem5: Odeio chuva,só fico dentro de casa e não gosto de ficar em casa 🤦🏼‍♂️🤬",0,RJ
9,2020-08-22 20:56:54,"Nova Iguaçu, Brasil",RT @BrenoLEsquerdo: Tá parecendo Dark só chove,1,RJ
10,2020-08-22 20:56:30,"Espírito Santo, Brasil","RT @SenhorJuninho: 3$ reais de taxa, é caro né querido cliente? Mal sabe o que nós motoboy passamos, enfrentamos chuvas, roubos, etc.. só p…",0,RJ
11,2020-08-22 20:56:16,,"RT @rmotta2: Tive que sair nessa chuva pra resolver um assunto.
Parei no sinal em frente a um bar.
LO-TA-DO.
Nunca pensei que fosse ficar t…",0,RJ
12,2020-08-22 20:56:16,26/04💏,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
13,2020-08-22 20:55:58,,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
14,2020-08-22 20:55:48,Rio de Janeiro,"VÁ CORRENDO ASSISTIR ESSE CLIPE. 

Chuva de belos comentários e carinhos ao nosso ALUMIOU.

Clipe filmado em SALVADOR antes da pandemia. A música ALUMIOU faz parte do CD Alumiou de Alan Rocha, disponível nas… https://t.co/vfYxVoXt3v",0,RJ
15,2020-08-22 20:55:41,"Vista Alegre, Rio de Janeiro",Única chuva que quero hj é de vodka 🤪,0,RJ
16,2020-08-22 20:55:33,Rio de Janeiro ,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
17,2020-08-22 20:55:23,"Anchieta, Rio de Janeiro",@Carollmikael Chuva e o frio também,0,RJ
18,2020-08-22 20:55:20,"Taquara, Rio de Janeiro",Ta na chuva é pra se Neymar !!!!!,0,RJ
19,2020-08-22 20:55:09,"São Paulo, Brasil","RT @guilhermesousa: Queria aqui agradecer ao jovem twitteiro por abrir meus olhos. Eu jurava que o problema do planeta era a chuva, estou c…",0,RJ
20,2020-08-22 20:54:46,,"RT @meninaaaa90: Chuva desnecessária, frio desnecessário, mês desnecessário...😖",1,RJ
21,2020-08-22 20:54:45,"Rio de Janeiro, Brazil","RT @kamily_m1: eu gosto de frio, mas sem chuva",0,RJ
22,2020-08-22 20:54:19,"Rio de Janeiro, Brasil",RT @juxleall: Como que vcs tem disposição pra sair nesse frio e chuva? Na moral,1,RJ
23,2020-08-22 20:54:10,"Rio de Janeiro, Brazil",@isabelaevertonn mano se vc tomar banho de chuva vc congela doida tá frio p caralho,0,RJ
24,2020-08-22 20:54:07,"Realengo, Rio de Janeiro","peguei uma cachorrinha que tava na rua hoje na chuva maior frio e trouxe pra casa , meu coração  é muito bom namoral..",0,RJ
25,2020-08-22 20:53:58,•027 ,"RT @almeidauai: chuva: a

wifi: boa noite",0,RJ
26,2020-08-22 20:53:52,"Pernambuco, Brasil","RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
27,2020-08-22 20:53:46,,"RT @jeansilva_22: 5 reais de taxa é caro  ne senhor cliente? mas isto voces não vê , de baixo de forte chuva ou sol quente fique em paz que…",0,RJ
28,2020-08-22 20:53:15,RJ,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0,RJ
29,2020-08-22 20:53:10,,"RT @lucigoncalvesa: nessa chuva e nesse frio eu só consigo agradecer por hoje ter um teto e sem infiltração, roupas de cama quentinhas, com…",0,RJ
30,2020-08-22 20:53:00,Rio de Janeiro,"RT @OperacoesRio: PREVISÃO DO TEMPO | de acordo com o @AlertaRio, a previsão para o sábado é de chuva fraca a moderada e de ventos moderado…",0,RJ
31,2020-08-22 20:52:57,,"Reclamar menos e agradecer mais. 🙏🏾
Dia corrido hoje na chuva.. 🙏💪",0,RJ
32,2020-08-22 20:52:49,"Rio de Janeiro, Brasil",Incrível como frio e chuva atrapalham TUDO,0,RJ
33,2020-08-22 20:52:44,Rio de Janeiro,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
34,2020-08-22 20:52:24,"Rio de Janeiro, Brasil","chuva: a

wifi: boa noite",0,RJ
35,2020-08-22 20:51:59,"Rio de Janeiro, Brasil","RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
36,2020-08-22 20:51:58,"Mesquita, Brasil",RT @faeel03: Na chuva ou no sol nós estamos aí 🧐💪🏽 https://t.co/lllsWK2MUO,0,RJ
37,2020-08-22 20:51:57,"Colubandê, São Gonçalo","RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
38,2020-08-22 20:51:56,"Rio de Janeiro, Brasil",Que isso toda hora chove e parar 🤦🏾‍♂️,1,RJ
39,2020-08-22 20:51:51,,RT @nanreofc: É muito engraçado é só  cair uma chuva que todo mundo resolve ficar carente 🤣,0,RJ
40,2020-08-22 20:51:30,"Rio de Janeiro, Brasil","O tempo muda e com ele vem: frio, chuva, nariz entupido, espirros, garganta arranhando. Pqp hein... Sai pra lá",1,RJ
41,2020-08-22 20:51:07,Rio de Janeiro,"@kimpaim .
*era um desenho animado
de antigamente.
Da época de tbm:
Manda Chuva...Don Pixote..
Popeye...(na Tv)",0,RJ
42,2020-08-22 20:51:04,Nova Iguaçu ,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
43,2020-08-22 20:50:58,,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
44,2020-08-22 20:50:54,,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0,RJ
45,2020-08-22 20:50:52,insta: jaquesousa07 🔥,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0,RJ
46,2020-08-22 20:50:34,"Ipanema, Rio de Janeiro",Era só uns bolinhos de chuva com café 😅,0,RJ
47,2020-08-22 20:50:30,"Rio de Janeiro, Brasil","Lucas quer fazer as coisas e esquece de comprar as verduras, eu q n vou pra chuva",1,RJ
48,2020-08-22 20:50:13,"Rio de Janeiro, Brasil",ainda bem que cheguei em casa antes dessa chuva chata do caralho,1,RJ
49,2020-08-22 20:49:59,"Rio de Janeiro, Brasil","Pego o dinheiro Jogo na bitch
Deu na previsão que hoje a chuva é de uísque 🎶🥃 https://t.co/WtZYsOhg0P",0,RJ
50,2020-08-22 20:49:29,setor norte,esse frio e essa chuva acabou com o meu sábado de eu poder sair hoje kiodio,0,RJ
51,2020-08-22 20:49:27,,"RT @EOJAPONESBB: Hj não tem previsão de chuva na 🍇
Pode prepara as malas que hj o coro come com 🎪 de ponta a ponta

🚩🇯🇵📀🎪🔥 
@Lebaida_Viuva",0,RJ
52,2020-08-22 20:49:22,aonde os alemão não brt✌,"RT @playboywll: Que Deus proteja os moradores de rua desse frio, e dessa chuva 🥶😔😔🙏🙏",1,RJ
53,2020-08-22 20:48:48,021,Deu na previsão que hj é chuva de whisky,0,RJ
54,2020-08-22 20:48:42,Rio de Janeiro,@OGlobo_Rio Não lembro dessa chuva toda aí.,0,RJ
55,2020-08-22 20:48:26,"Vila Valqueire, Rio de Janeiro","RT @jeansilva_22: 5 reais de taxa é caro  ne senhor cliente? mas isto voces não vê , de baixo de forte chuva ou sol quente fique em paz que…",0,RJ
56,2020-08-22 20:48:23,Valentina Rodrigues.💓,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0,RJ
57,2020-08-22 20:48:18,,RT @bandnewsfmrio: Carro afunda em cratera de obra em Niterói após chuvas intensas na cidade. Prefeitura diz que o veículo já foi retirado.…,0,RJ
58,2020-08-22 20:48:15,"Nilópolis, Brasil",Anda em Nova Iguaçu com chuva e muito ruim🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,1,RJ
59,2020-08-22 20:47:50,,"RT @jonaathanvieira: Frio desnecessário, chuva desnecessária, tempo mais sem graça 😑",1,RJ
60,2020-08-22 20:47:40,"Cordovil, Rio de Janeiro","Vocês que queria estavam desanimados por causa da chuva, a chuva até parou pra vocês curti @Conexaodeluxo_
Essa chance não terá duas vezes eae agora vai??",0,RJ
61,2020-08-22 20:47:36,Cerra coral 🇯🇵✌ Tropa J 🇵🇰,O Rio de Janeiro não combina com chuva e nem frio pprt 🥶🤦‍♀️😔💪,0,RJ
62,2020-08-22 20:47:11,"Vila Norma, São João de Meriti",RT @faeel03: Na chuva ou no sol nós estamos aí 🧐💪🏽 https://t.co/lllsWK2MUO,0,RJ
63,2020-08-22 20:47:01,Alessandra e Jacó,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
64,2020-08-22 20:46:36,Rio de janeiro ,"Essa chuva já pode passar, quero sair de casa",1,RJ
65,2020-08-22 20:46:16,"Santa Teresa, Rio de Janeiro","Muito ruim ficar sem contar o cabelo, tnc dessa chuva...",1,RJ
66,2020-08-22 20:46:00,"Rio de Janeiro, Brasil","Ninguém para a dona barbara, nem mesmo a chuva",0,RJ
67,2020-08-22 20:46:00,Complexo Da Vila Norma ❤,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
68,2020-08-22 20:45:26,"Rio de Janeiro, Brasil ",A chuva parou mais o frio tá insuportável 😔...,0,RJ
69,2020-08-22 20:45:16,João Lucas 😭🖤✨,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
70,2020-08-22 20:45:16,"Rio de Janeiro, Brasil","RT @meninodohomem5: Odeio chuva,só fico dentro de casa e não gosto de ficar em casa 🤦🏼‍♂️🤬",0,RJ
71,2020-08-22 20:44:56,"Rio de Janeiro, Brazil","RT @OperacoesRio: CHUVA MODERADA M PONTOS ISOLADOS DA ZONA OESTE DO RIO
Maior registro nos últimos 15 min foi em Sepetiba (2,8mm). #chuvarj…",1,RJ
72,2020-08-22 20:44:04,"Bangu, Rio de Janeiro","Amanhã quero ir sair, c ou sem chuva",0,RJ
73,2020-08-22 20:43:50,Liberdade irmão 🥺😩,"RT @Moraes_giulia15: eu amo frio, mas chuva eu não suporto",0,RJ
74,2020-08-22 20:43:43,"Santa Cruz, Rio de Janeiro",Queria brota lá no Arruda mais essa chuva tá foda,1,RJ
75,2020-08-22 20:43:36,027,"RT @lucigoncalvesa: nessa chuva e nesse frio eu só consigo agradecer por hoje ter um teto e sem infiltração, roupas de cama quentinhas, com…",0,RJ
76,2020-08-22 20:43:30,,"RT @Bailedemarrocos: COMO DITO NA PREVISÃO DO TEMPO, A CHUVA SÓ IRIA ATÉ 19H APARTI DE AGORA NA FÉ NÃO VAI CHOVER MAIS, SEGUE AS FODAS 🎶💣🇲🇦…",0,RJ
77,2020-08-22 20:43:21,Tijuca,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
78,2020-08-22 20:42:51,"Rio de Janeiro, Brasil","RT @hfloret: Precisamos tirar nosso chapéu para a @LexaOficial. Já gravou música, já cantou no Maraca, ontem tava de noite na chuva sem cob…",0,RJ
79,2020-08-22 20:42:41,06/05👩‍👦👣,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0,RJ
80,2020-08-22 20:42:38,,RT @Po_Luciano07: Trabalhar na chuva é ruim pra crl,0,RJ
81,2020-08-22 20:42:37,"Nova Iguaçu, Brasil",@princewhth A chuva acaba c a minha vontade de sair de casa 🥺,0,RJ
82,2020-08-22 20:42:36,araruama/rj,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0,RJ
83,2020-08-22 20:42:35,,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0,RJ
